#uniqueId raJ2000 decJ2000 phoSimMagNorm umag rmag gmag imag zmag ymag
31040667488260 89.0208578 -35.0970708 9.19329833 11.3782946 8.6872169 9.5090133 8.3660033 8.2253842 8.1403734
31040802094084 98.7000139 -35.3852171 8.96678533 10.9954688 8.6452773 9.3516166 8.3686901 8.2436399 8.1724132
31036476478468 89.6015718 -33.6610938 9.63093536 11.5612292 9.2348547 9.9274397 8.9683876 8.853566 8.7880063
31844379564036 89.2674808 -33.5030651 9.18190868 11.2633783 8.7118075 9.4851078 8.4113158 8.2809279 8.2035069
31032059437060 88.2219572 -32.6865997 8.68356374 10.2973791 8.3049359 8.8164672 8.1482663 8.0901162 8.0635195
31844334539780 88.8030655 -33.2146067 9.18881992 10.3259746 9.0098999 9.3165077 8.9241465 8.9105017 8.907746
31844406602756 88.2766346 -33.9732977 9.98715613 11.4945538 9.6829251 10.1632708 9.5143388 9.4461566 9.4147351
31040674300932 90.0444581 -35.0871481 9.13786199 10.9736768 8.7392928 9.4188633 8.4699966 8.3511063 8.2879528
31565398779908 90.8641758 -34.6361327 9.12776653 11.1684127 8.703939 9.4485698 8.4142159 8.2877161 8.2136633
31040667081732 90.8551054 -34.6307014 9.72870424 11.51584 9.3912652 10.027778 9.1398093 9.0276106 8.9697291
31036456122372 88.8247273 -33.4642095 9.84538955 10.9934987 9.7009639 10.0151461 9.5948101 9.5618969 9.5540945
31565392716804 90.3101049 -34.6002292 9.70103945 11.1069916 9.4610054 9.9199244 9.2821157 9.200295 9.169863
31036408162308 87.129281 -32.7084199 8.45803465 9.8092284 8.1568652 8.5855278 8.0076008 7.9524672 7.9271211
31844207560708 86.4918322 -32.3880904 9.2199087 11.2713533 8.7323665 9.4997075 8.4356059 8.3084039 8.2328432
31036395446276 86.6377121 -32.4262187 9.85061567 10.9414455 9.6799345 9.9808462 9.5962845 9.5874527 9.5883902
31565386596356 91.136838 -34.1941217 9.99544405 12.1413176 9.5381611 10.331431 9.2276688 9.0907305 9.0090724
31036397366276 87.3864823 -32.3037312 9.25926956 10.7587254 8.9688709 9.4732916 8.7746067 8.689756 8.6535797
31036409040900 87.3113483 -32.6885968 7.86303961 9.2172148 7.5927322 8.0406488 7.420401 7.3441489 7.3169119
31040653307908 90.4809796 -34.1787308 9.28918724 10.500789 9.1118843 9.4490728 8.9941043 8.9500793 8.934577
31565388866564 90.6131338 -34.4024317 7.67094912 8.7278072 7.4750655 7.7763461 7.382584 7.3654924 7.3645415
31036394616836 86.9431718 -32.3213623 9.82306065 11.8216263 9.3518226 10.0947933 9.0654578 8.9435788 8.8718758
31844815375364 91.7784912 -35.4966855 8.7252835 10.7753206 8.3791491 9.102556 8.0955256 7.9679989 7.8946268
31040680123396 90.0943857 -35.2611615 9.71075731 11.2001005 9.4632048 9.9611053 9.2652517 9.1740692 9.1370462
31565416476676 90.1351037 -35.2823044 8.72792741 10.8571795 8.2796055 9.0278792 8.0041847 7.8909067 7.8155982
31040686621700 90.3774729 -35.3933321 8.67794195 10.4480554 8.3127143 8.9523349 8.0610491 7.9503462 7.8931064
31040699341828 90.8302232 -35.6389324 9.9598619 11.8773521 9.6080442 10.3043078 9.328547 9.2010671 9.1328816
31844299420676 86.8378542 -33.3551902 9.7854178 11.282618 9.5130042 10.0317178 9.3046676 9.2093284 9.1695623
31565342731268 87.0095609 -33.4070366 9.31844413 11.4140866 8.8328169 9.6158626 8.5286061 8.396902 8.3183268
31565341867012 87.0099428 -33.3582865 9.25128293 11.0307567 8.8784042 9.5019598 8.6437492 8.5454951 8.4916311
31565440708612 90.4227205 -35.7461543 8.16581531 10.442455 7.7061078 8.5173233 7.3995792 7.2625198 7.1690314
32055206351876 90.3908165 -35.6748165 9.9466936 11.9873687 9.5576328 10.2919894 9.2707688 9.1440766 9.0704882
31036434096132 87.1728741 -33.3879181 9.59346551 11.6358629 9.1242718 9.8828911 8.8305941 8.7041885 8.6294586
31036409156612 86.881775 -32.7983245 8.39195824 9.5943809 8.1959484 8.5332097 8.0742853 8.0228375 8.0082406
31040681442308 93.2188411 -34.496831 9.54038632 10.9347523 9.30645 9.7788606 9.1165691 9.0325501 8.9974233
31036565563396 92.1058864 -34.3100803 9.75376031 11.3864562 9.4354876 10.0125777 9.2059701 9.1039806 9.0557679
31844266908676 87.7688842 -32.7829982 9.69454349 11.5792571 9.309288 9.9798242 9.0528664 8.9430784 8.8811184
31036416934916 87.4410702 -32.8794838 9.79742017 11.2457128 9.5516462 10.0295111 9.3637921 9.2778652 9.2443848
31036435591172 87.6514735 -33.3072963 9.53947846 11.2574401 9.1939124 9.7826368 8.974358 8.8830102 8.8342955
1465171891204 96.6820758 -23.1420443 9.10548909 11.1289888 8.7256587 9.4500365 8.4431836 8.3183077 8.2461764
31844765320196 91.4598806 -35.351906 9.62129827 11.9117128 9.1762327 10.0188169 8.8419355 8.6901635 8.5986262
455845157892 96.7434322 -22.652825 9.5054707 11.7922578 9.0821251 9.9171499 8.7502499 8.5986969 8.5077369
31040689973252 91.087755 -35.3168639 7.32644418 9.415879 6.8370059 7.6188922 6.5335555 6.4025332 6.3243499
451363171332 96.9247169 -22.7967861 9.75292943 10.9315579 9.6125578 9.9424675 9.4980347 9.4601642 9.4494353
31565428075524 91.7031848 -35.160726 9.36413038 10.9950525 9.0832772 9.6442469 8.8601347 8.7593492 8.7124936
31040661749764 91.7592849 -34.1889044 9.96154365 11.8384399 9.5714733 10.240473 9.3160284 9.2071073 9.1456391
31040663975940 91.3900497 -34.3723101 9.6015387 11.3736229 9.2724513 9.8993254 9.0252095 8.9150025 8.8585495
31040674739204 90.2830876 -35.0423268 7.98147094 10.1239668 7.4754766 8.2816606 7.1615745 7.0251916 6.9431333
31040672957444 90.6803332 -34.8822689 9.53128384 11.4917522 9.1335942 9.8388748 8.8611506 8.7430801 8.675235
455798350852 96.6469254 -21.8662051 9.27428222 11.2199303 8.974313 9.663075 8.696002 8.5662076 8.4972078
987384105988 96.5655912 -22.2007446 9.29906064 11.46366 8.9231313 9.6995113 8.6160679 8.4767012 8.394755
31040682605572 91.1824179 -35.0708678 7.27524743 9.5947076 6.7370185 7.583123 6.4141442 6.2609231 6.1529106
31565411555332 91.5339158 -34.8081797 9.46993013 10.9781883 9.1370863 9.6292487 8.9639912 8.8955727 8.8633695
31565414474756 91.2301304 -34.9598818 7.45422125 8.9420114 7.1398243 7.6585481 6.9355942 6.8464102 6.8084279
31565412103172 91.3604377 -34.8669716 7.9699088 10.0584137 7.5037309 8.2784798 7.2023574 7.0712417 6.9933907
451362640900 97.3046713 -22.6216683 9.13426956 10.6877652 8.8732114 9.388813 8.6722966 8.582002 8.5425381
1272904967172 96.9242767 -22.4383853 9.25823963 11.693389 8.8307971 9.6723126 8.5073376 8.3230448 8.2201615
455833044996 97.1084821 -22.3121924 9.06029839 11.4252944 8.6579872 9.5154245 8.3144025 8.1547885 8.058648
455824479236 96.8949011 -22.2561378 9.70646553 11.9673372 9.3619298 10.164631 9.040992 8.8916681 8.8034839
987329062916 88.7878076 -22.5604428 8.49646533 10.5480803 8.0322285 8.7928026 7.7373887 7.6100506 7.5347638
451315848196 88.9824378 -22.4583473 6.93638204 9.0665575 6.4150432 7.1923272 6.127533 6.0054763 5.9214152
455710266372 88.7475284 -22.2514068 9.54985251 10.5913848 9.4108816 9.6878392 9.330528 9.3211442 9.3245578
451338558468 96.4585658 -21.6993576 9.38889777 11.0572867 9.025354 9.5528259 8.8606514 8.7969091 8.7668715
1272772356100 96.6826054 -21.4619228 9.31447077 11.7627332 8.9827817 9.8503295 8.6307324 8.4623055 8.3614107
451333501956 97.0203678 -21.108208 9.97891607 12.5908953 9.67431 10.5493765 9.3334271 9.1721628 9.065299
455711360004 88.8331848 -22.272466 9.48891175 10.7643668 9.286717 9.6855394 9.1332069 9.0664252 9.043185
455764986884 96.7083548 -21.0697986 8.4257575 9.9430631 8.1938324 8.6975533 7.9924068 7.8983375 7.8596036
451330677764 96.8817726 -20.9372897 9.62028996 11.3725425 9.4474562 10.0161351 9.2166762 9.1045274 9.0517706
455754310660 96.5432882 -20.8405202 8.10731243 10.4361602 7.7607858 8.5521313 7.4599387 7.325942 7.2382197
460044778500 96.5132322 -21.7461478 8.71628274 10.622535 8.4155911 9.065218 8.165085 8.0535336 7.9918757
455730868228 94.8388341 -20.7683631 8.64090905 10.9514234 8.3020865 9.1213325 7.9730464 7.8185675 7.7270192
451321994244 95.2563566 -20.7772387 9.29273915 10.7799504 9.1340932 9.6151402 8.9375412 8.8451813 8.8055267
455731805188 95.1571702 -20.6742151 7.15345708 8.3796673 6.9554076 7.322205 6.8188073 6.7607247 6.7429124
1272627083268 93.2321715 -21.3143372 9.77394163 11.7168582 9.5080423 10.1831251 9.2347596 9.10582 9.0379243
1272578332676 88.357365 -22.5300463 9.88193539 11.8043506 9.4810422 10.172085 9.2155565 9.1016017 9.0365372
455714255876 93.9214153 -20.4493374 8.84248315 10.0711382 8.7027614 9.0619372 8.5674324 8.5115019 8.493149
455791542276 97.2706705 -21.4692378 9.60028988 11.2927358 9.3942451 9.9505434 9.170883 9.0648747 9.0157713
289726468 88.7361019 -22.1235322 9.89839147 11.0838646 9.8924459 10.1371461 9.8136527 9.7808088 9.7721432
455773179908 93.3388113 -22.6180648 8.37572499 10.3686004 7.9544229 8.7049821 7.6517751 7.5153226 7.4404103
1272726166532 94.2669075 -21.9928359 9.45272861 11.1573729 9.2186752 9.7785035 8.9998953 8.8992581 8.850789
1272719331332 94.1104647 -21.9869645 9.39112949 11.907104 8.9706886 9.8358963 8.634637 8.4411918 8.3320945
455740728324 93.8676687 -21.5000636 8.25481542 10.5983817 7.8338053 8.6579484 7.519042 7.3748969 7.277297
455737605124 93.5133741 -21.5341396 8.51176216 9.8572085 8.2827734 8.7371184 8.1009009 8.0207661 7.9888412
451326564356 93.454153 -21.9588449 7.99714859 9.117402 7.8242401 8.1394721 7.7130624 7.6718457 7.661848
455754212356 93.5215461 -22.0500843 9.31240401 10.585551 9.1420453 9.5031314 9.007672 8.9480061 8.928378
1272692905988 94.6650937 -21.495507 9.65094162 11.6259495 9.4026743 10.0843713 9.1254075 8.993192 8.9233465
455739192324 94.6778379 -21.1246822 9.83235869 11.3044782 9.6805065 10.143841 9.4946577 9.4079462 9.3714333
455722691588 94.1533159 -20.7215778 9.74254359 11.8518729 9.485867 10.2021803 9.2013781 9.0679575 8.9921656
987428116484 96.7475948 -23.298053 9.97908067 11.5970818 9.7503995 10.3060006 9.5218086 9.4127393 9.3644266
987440556036 97.257126 -23.358529 9.14338199 11.3979415 8.6930813 9.4951256 8.3901016 8.2549914 8.1632846
987428277252 97.2874172 -23.0864743 8.84102788 11.0509887 8.3972047 9.2100876 8.0768108 7.9331922 7.8472895
455870559236 97.2325284 -22.812607 8.76959036 9.9983282 8.5764309 8.9388775 8.4422564 8.3858244 8.3690252
460144076804 97.9183513 -23.3293557 9.14435634 10.6416351 8.8832782 9.3879761 8.6830847 8.5919099 8.5543695
455920720900 98.0329589 -23.0963369 9.79740817 11.5968609 9.5187957 10.138231 9.27277 9.1602732 9.1030198
455843997700 97.7896024 -22.2093606 7.67752333 9.4089306 7.3307668 7.9254388 7.1084528 7.015606 6.9659149
455862672388 97.4540356 -22.6167477 9.39390873 11.6164797 9.0045643 9.8062239 8.6864813 8.5412632 8.4551434
460097305604 97.9474013 -22.449521 9.24154352 11.2410315 8.9207907 9.6149474 8.6500277 8.5283169 8.4593247
31040742470660 97.1499561 -34.9071229 8.11992738 10.3192306 7.7115634 8.4739688 7.4273908 7.3067593 7.2271391
987571899396 101.145491 -23.6497449 8.89916406 11.3599829 8.5808848 9.4091762 8.2617805 8.1148907 8.018313
31040734603268 96.8156615 -34.8508847 8.11607018 9.2489371 7.9307907 8.2420322 7.8340957 7.809057 7.8031658
455888140292 97.7267676 -22.8394645 7.33560397 8.4391606 7.1313524 7.4353207 7.0474176 7.0364025 7.0352954
460222021636 99.8362116 -23.6127319 8.09306051 10.2398535 7.7073032 8.479991 7.4024737 7.2649365 7.1840752
460202699780 99.8020545 -23.3979053 8.96744408 11.2805764 8.6063222 9.4329827 8.2750027 8.1204404 8.0284539
460243894276 100.721087 -23.4860832 9.96935955 11.6122836 9.7934565 10.3215829 9.5799907 9.4764597 9.4310708
460211431428 99.6920179 -23.5493501 8.82206388 11.322489 8.4310672 9.2761816 8.1085029 7.9219713 7.81998
31565530054660 95.7178469 -35.7743693 8.06290888 10.2056118 7.6278418 8.4134599 7.3197159 7.1828926 7.1016971
289857540 94.1090636 -20.9377067 8.68776706 10.0516719 8.6762014 9.0294755 8.5464008 8.4921178 8.4719775
31040754733060 96.2994514 -35.3849634 9.77746614 11.7162382 9.4780815 10.1406116 9.2213327 9.1061175 9.0420454
987484827652 99.403515 -23.2674155 7.32902764 9.5715359 6.9037218 7.7231624 6.5792653 6.4322391 6.344333
31565495281668 95.685934 -35.307629 9.76446627 11.6641727 9.4426734 10.0972102 9.1908102 9.0797133 9.0180475
31040743216132 95.806364 -35.3143341 9.90445271 11.6375194 9.6444797 10.2279941 9.4149405 9.3105795 9.258992
1273274777604 99.5548402 -23.4590332 9.16156074 10.7597693 8.9339166 9.4711361 8.7159789 8.6131527 8.5683343
460127873028 99.5283809 -22.3915637 9.91556073 11.6126552 9.7444932 10.302347 9.5141676 9.4009304 9.3500302
459994829828 89.7225253 -22.6879118 9.4082213 10.9246934 9.1094782 9.6341302 8.901715 8.8096254 8.7698994
460132196356 99.6166958 -22.4328311 8.98537816 10.9846704 8.7023151 9.3835655 8.4358719 8.3142146 8.2460299
459986470916 88.5952618 -22.7660523 7.77793522 9.6483528 7.3477286 8.0280899 7.0887405 6.9802014 6.9183249
1465022090244 88.6227433 -22.8123687 8.66237821 10.4833778 8.2770269 8.9218388 8.0328748 7.9300155 7.8728144
460002534404 89.1645323 -23.183184 9.92985729 12.0202091 9.4791016 10.2137966 9.2102707 9.1008333 9.0282943
31040727092228 96.1719264 -34.8801423 8.2574783 9.992234 7.9216546 8.5138363 7.6999944 7.6068583 7.5571069
982807392260 99.7442638 -22.5004282 9.65657433 11.0424674 9.5014265 9.92754 9.3332632 9.2560894 9.2263038
1273101039620 99.376964 -22.6721469 9.74517467 11.335086 9.5450605 10.0914926 9.3179059 9.211142 9.1611578
460135159812 99.5808213 -22.499254 8.7359229 11.3976388 8.3239255 9.2436794 7.9653594 7.7898754 7.6684923
460137903108 99.4910828 -22.5837853 9.95202771 12.370017 9.6276764 10.4820264 9.2813768 9.1158595 9.0171135
1465235178500 98.4048844 -23.3614665 9.58328297 11.48683 9.281552 9.9305612 9.0313765 8.9200397 8.8585349
31565433075716 94.0380556 -34.6475197 9.84946544 11.922924 9.397848 10.1627878 9.1002892 8.970641 8.8940036
460000722948 89.2109654 -23.1017947 9.73165343 11.9518685 9.2180952 10.0225407 8.9178326 8.7869105 8.6964111
460006789124 89.7499633 -23.1247174 9.76102767 11.8534482 9.2500424 10.0393223 8.9443013 8.8130247 8.7343663
1273180691460 98.8894619 -23.2888973 8.94774371 11.0288618 8.6208987 9.3746912 8.3123584 8.1668455 8.0871635
460167735300 98.8731317 -23.3046196 9.05392739 11.3208982 8.6844498 9.460336 8.3918562 8.2640891 8.1803014
31040712800260 93.8048645 -35.2185186 9.34869822 10.5791669 9.1492506 9.5236733 9.0082858 8.9477416 8.9287611
31040706685956 95.4355435 -34.6055093 9.74837783 11.6480354 9.4078852 10.0688259 9.153901 9.0427828 8.9807437
982795483140 88.0702024 -23.7233099 9.9649978 11.0313 9.8315554 10.1123833 9.7435622 9.7243513 9.7236377
992936969220 87.9904036 -22.7892449 7.9443242 9.6579382 7.5521826 8.1558061 7.3278506 7.2366021 7.1871664
31040709707780 94.7545064 -34.8790314 9.32728225 11.1451766 8.9542445 9.6168375 8.6918949 8.5755305 8.5143972
31040707133444 95.0773659 -34.7204815 9.16590879 11.2764888 8.7123776 9.4915626 8.4082528 8.274815 8.1956027
987477257220 99.4472124 -23.1293094 9.49190877 11.8363049 9.1725232 9.9985478 8.83926 8.6812172 8.5875783
459995743236 87.9848217 -23.3449834 9.90190869 11.9808253 9.4299727 10.2028796 9.1297822 8.9997052 8.922455
31040702072836 94.4961433 -34.7510371 9.81990878 11.4065556 9.5398295 10.0798494 9.3272422 9.2319906 9.188952
460161934340 99.098335 -23.1277675 9.13795228 10.4941435 8.9337394 9.3751503 8.7583896 8.6805621 8.6499643
31844849122308 94.1104432 -35.0265107 8.19446603 9.9670231 7.7996035 8.4281067 7.5636428 7.4659737 7.4121434
31040705931268 94.2666901 -34.9167186 8.87116016 10.3262257 8.6010069 9.0841228 8.4135491 8.3301635 8.2968091
460073458692 89.7262526 -25.0203381 9.07446908 11.0468791 8.6347796 9.3587702 8.3554835 8.23599 8.1664668
460076312580 89.8214936 -25.0515881 9.00220403 10.389926 8.7393106 9.2001205 8.5601803 8.4798145 8.4499864
460054027268 89.248407 -24.7211207 8.19170413 9.8944365 7.8055746 8.4247201 7.5646873 7.4614251 7.4087537
31040761366532 94.8019632 -35.9171074 9.89577914 11.1874273 9.7468256 10.1062001 9.6125659 9.5512697 9.5309952
31040757687300 94.810023 -35.852931 9.94848918 11.9841294 9.5754983 10.3023631 9.2915058 9.1653663 9.0924908
31040772751364 94.8517502 -36.0850676 9.35969357 11.4291296 8.9871665 9.7273278 8.6967146 8.56699 8.4916269
987402232836 98.4896088 -21.9572566 7.79289404 9.1520846 7.5566023 7.9870588 7.3914124 7.3155244 7.2887937
460031427588 88.7387881 -24.2735653 7.2660393 8.9788232 6.8498126 7.4842889 6.6029974 6.4981443 6.4439845
460049916932 89.0859428 -24.6660661 9.4136534 11.6499121 8.9089823 9.7168316 8.6066703 8.4741032 8.3826154
31040753636356 94.5974434 -35.8416897 9.84791601 12.1767197 9.3809998 10.2000087 9.0753701 8.9439013 8.8544823
31040750056452 94.3113981 -35.8559924 9.42477745 11.0608957 9.1332891 9.7011583 8.9070209 8.8052975 8.7576363
992961335300 89.4086389 -24.2130105 9.33163722 10.7700497 9.0617375 9.5505731 8.8685815 8.7812017 8.7466672
31565526301700 94.3539752 -36.0998802 9.5677084 10.7597949 9.3579586 9.7197716 9.2347799 9.1970976 9.183743
455781027844 89.365728 -24.2492988 7.19741253 8.4227936 6.9530638 7.3284143 6.8182875 6.7652408 6.7483612
460046119940 89.5206153 -24.4188052 9.12802775 11.2565112 8.6375261 9.4340956 8.3272826 8.1922325 8.1113558
460012361732 88.3695911 -23.8076913 9.70328293 11.5055142 9.3431189 9.9713889 9.1056221 9.0050141 8.9497576
460012285956 88.3607642 -23.8080711 9.9505574 11.3559279 9.70487 10.1737515 9.5219517 9.443663 9.4101358
31565557011460 94.539409 -36.4152927 9.69969353 11.7840557 9.3358869 10.0790251 9.0435762 8.9122616 8.8359725
31040736109572 93.864921 -35.7136135 9.74536478 11.4664879 9.4388757 10.035616 9.2049877 9.1011064 9.0491323
1272686876676 88.6360046 -23.6918052 9.8062829 11.6141838 9.449945 10.0793072 9.2117304 9.1104453 9.0548242
459998123012 90.6818331 -22.4680406 7.91746564 9.9365157 7.4354616 8.1892052 7.1447175 7.0207035 6.9473928
460013266948 88.4936039 -23.7969033 9.29944394 10.734364 9.0368215 9.5183107 8.8472653 8.7613836 8.7278079
455760753668 89.5963241 -23.6885696 7.79992723 9.8450616 7.3030455 8.0346495 7.0380647 6.9336878 6.8635616
460018245636 89.21101 -23.7070487 9.64746628 11.450362 9.2701304 9.9048378 9.0303742 8.929488 8.8737855
31040773904388 95.6443786 -35.88486 8.71591435 10.0993288 8.4923085 8.9273569 8.3244397 8.2462976 8.2181855
987344197636 91.1819854 -22.6294582 9.87481993 11.0279298 9.7057775 10.0158186 9.6179798 9.6025369 9.5987905
460005023748 91.3671505 -22.4670496 9.87828289 11.7082972 9.5337518 10.1677607 9.2927844 9.1892878 9.1323282
451315420164 91.3452771 -21.5154196 8.13836487 9.7832842 7.7880126 8.3689766 7.5636735 7.4678537 7.4205771
460089592836 98.6320732 -22.001225 7.29607029 8.4208674 7.105868 7.4153563 7.01021 6.9860729 6.9806804
455716417540 91.5378009 -21.4874666 8.25891602 10.5588907 7.7754726 8.5887678 7.4734295 7.3449961 7.2573527
31848802518020 95.0725219 -35.6833018 9.9819087 12.127262 9.5479399 10.3342252 9.2394643 9.1024101 9.0210661
987335121924 88.5536968 -23.0564667 9.86138142 10.9829276 9.7138479 10.0272354 9.6046934 9.5696323 9.5617849
455718484996 90.9593572 -21.7997443 9.5829088 11.7027119 9.1343381 9.91548 8.8290488 8.6946778 8.6149082
1272660738052 88.5347066 -23.4516011 9.94322138 11.498021 9.6668959 10.1995983 9.4542934 9.3580914 9.3159945
31565454664708 95.3344664 -34.7218827 9.966874 11.4148108 9.7623996 10.224346 9.5808013 9.4951942 9.4627212
1273121543172 98.4265518 -23.1741159 9.93832432 11.8330905 9.6495714 10.2904823 9.4025815 9.2922958 9.2317184
32055240545284 95.0159471 -34.8963862 7.83833161 9.4614104 7.492254 8.0621501 7.2729596 7.1798378 7.1343653
987443712004 98.6715856 -22.8502005 9.56044407 11.871646 9.1983179 10.0245578 8.8672445 8.7128735 8.6210025
992965080068 86.562609 -25.4268131 8.6708152 10.8227546 8.1400182 8.9263467 7.8490208 7.7250301 7.6392082
460122997764 98.3635358 -22.7850108 9.50212657 10.6926852 9.3350215 9.667887 9.2264485 9.1938264 9.1835092
464430443524 86.5127777 -25.1849181 8.8389419 10.5443527 8.4358167 9.0621672 8.1922726 8.0884965 8.035272
31844990130180 95.1361533 -35.3078194 9.96410917 11.9728287 9.5740782 10.3204695 9.27205 9.1340124 9.058468
455888122884 98.4109157 -22.5603622 9.39813044 11.1296824 9.1739079 9.7557436 8.9382312 8.8269925 8.7739739
455764763652 92.6781879 -22.6608321 9.63767735 10.8727412 9.4861243 9.8372692 9.3569101 9.3050233 9.2870518
455770795012 93.152017 -22.630466 9.9872823 11.8905384 9.6621295 10.3422776 9.3891459 9.2639296 9.1975755
987359180804 92.9706603 -22.6746519 9.31593534 11.3298739 8.9676059 9.6772312 8.6906911 8.5670856 8.4963782
464427278340 86.4557744 -24.9862992 8.44346905 10.3494562 7.9657925 8.6763131 7.694785 7.5822748 7.5168434
460021103620 86.0405327 -24.8685391 8.59456558 9.6676806 8.4138933 8.7073378 8.319506 8.2954759 8.2928315
460006078468 86.670828 -24.1710377 5.83181995 8.0359738 5.2535591 6.0532708 4.9574654 4.7968367 4.7075251
32055178021892 93.5487105 -34.4564853 9.49212664 11.1058297 9.2103085 9.7726304 8.9827133 8.8790189 8.8317499
464500954116 89.9266882 -27.5450994 9.36636472 11.0009336 9.0092614 9.5880858 8.786259 8.6916484 8.6450342
460012852228 92.111216 -22.467443 9.80612249 11.1611349 9.6360726 10.0445602 9.4782322 9.4067739 9.3798362
31565459639300 92.7514943 -35.5199785 9.35228223 11.2264925 9.0114057 9.6855446 8.7420216 8.6197426 8.5551434
464497836036 89.3975858 -27.6025911 8.11581513 10.2637941 7.5829737 8.3683479 7.2925096 7.168905 7.0833277
464504526852 89.7076437 -27.7406994 9.81526926 10.8933048 9.6488551 9.9410915 9.5608648 9.544418 9.5435172
993007307780 89.2752765 -26.90817 8.72148712 10.0274866 8.4471317 8.8814438 8.2827599 8.2166714 8.1907323
460210134020 99.9779297 -23.4157043 8.09746553 10.2978452 7.7187545 8.5091609 7.4053792 7.2623599 7.1778894
31040722833412 93.6436826 -35.4946609 9.83153057 11.3451681 9.5671207 10.0808988 9.3623647 9.2690393 9.2299313
