#uniqueId raJ2000 decJ2000 phoSimMagNorm umag rmag gmag imag zmag ymag
451416472580 100.271997 -23.0972886 9.35690473 10.703388 9.2067251 9.6162701 9.0461746 8.97195 8.9447709
31565450451972 93.5112683 -35.1497748 9.71352343 11.4747161 9.3842776 9.9850535 9.1582237 9.0621726 9.010637
31040718184452 92.9358953 -35.5747608 9.88714869 11.0820217 9.757312 10.0885624 9.6367174 9.5875576 9.5729839
993019804676 89.1287784 -27.4685884 9.26906062 11.2568718 8.7919151 9.5326424 8.5069002 8.3861235 8.3150746
993013749764 89.1273836 -27.2287884 7.59190867 9.5900875 7.073372 7.8301513 6.7832281 6.6616853 6.5894264
1465005873156 93.0847366 -20.514545 9.45878524 11.5267796 9.1596919 9.8740435 8.8781932 8.7490195 8.6753744
31040703090692 93.5596299 -35.037257 9.76346892 11.7707494 9.3441332 10.0750845 9.0604958 8.9372888 8.8656029
1465010302980 91.9509054 -21.1399357 9.34520418 10.8128055 9.128203 9.6058497 8.939034 8.8502162 8.8154734
464490929156 89.4433178 -27.3294612 8.84907428 11.0125814 8.3360537 9.1108816 8.0529376 7.9378432 7.859324
464489121796 89.3822057 -27.2796661 9.55269344 11.478776 9.0983262 9.8093887 8.8257693 8.7110958 8.6445578
460096077828 89.5554571 -25.5532838 9.86254346 11.7102603 9.4558872 10.1189064 9.2040884 9.0982237 9.0385489
455713032196 93.0078986 -20.7583784 8.62794185 10.5043596 8.3231818 8.9846616 8.0582421 7.9364045 7.8726322
992981254148 89.3902775 -25.5155516 9.79181988 10.9216413 9.6090195 9.9140806 9.5241697 9.5112517 9.5089387
455715211268 93.104417 -20.8198944 9.74244405 12.0771236 9.3938898 10.2247857 9.0598964 8.903044 8.8097207
987327279108 93.0250963 -20.8193084 9.33404014 10.8929002 9.1355166 9.6347063 8.9375816 8.8437139 8.804545
31040710424580 91.6240662 -35.7291213 9.92369341 12.0371672 9.5764565 10.3255071 9.2805104 9.1461463 9.0680668
455972383748 100.09398 -22.7622396 9.44986907 12.0793853 9.1105604 10.0140362 8.7496765 8.5639192 8.4375923
987473256452 100.251737 -22.7286234 9.75571206 11.4484761 9.5826054 10.110631 9.3772268 9.2793567 9.2339136
460101124100 89.0498959 -25.8193427 9.84628155 11.4722114 9.5110823 10.0782925 9.2925241 9.1991435 9.1537215
455714424836 92.3496752 -21.0820698 9.66244414 11.8964794 9.2557164 10.0666403 8.93424 8.7880256 8.700928
464451753988 88.9689815 -25.686315 9.76785278 11.0669092 9.5356267 9.9585486 9.371222 9.3012247 9.2751144
455710427140 92.9261136 -20.6666499 9.42912661 10.6315162 9.2688786 9.6042719 9.1588134 9.1249285 9.1138853
464463079428 89.243316 -26.1764815 9.09648916 11.0066901 8.6514804 9.35294 8.3831424 8.2702235 8.2050835
451313805316 92.5714618 -20.7999466 8.82141777 10.3838897 8.5860938 9.1184294 8.3696023 8.2674284 8.2236551
1277551494148 89.2173371 -26.0678976 9.13352345 10.8290067 8.7662754 9.3535249 8.5484562 8.4593846 8.4119025
1273016963076 89.2643702 -25.9693934 9.96906069 11.9661731 9.496879 10.2395885 9.2106916 9.0889783 9.0173688
455727343620 92.5226953 -21.5522847 9.27957425 10.9124487 9.0357813 9.5906174 8.8107997 8.7058089 8.6583434
31040750325764 92.9114155 -36.2273272 9.12267143 10.6244691 8.7991523 9.2833847 8.6357362 8.5782862 8.5460097
1472685145092 87.415724 -25.7787783 8.42744405 10.4867068 7.9212891 8.6969249 7.6216276 7.493715 7.4173723
455712388100 91.6887417 -21.2462458 7.92006047 9.9914017 7.490637 8.2482504 7.1952014 7.0656514 6.9894573
464446992388 87.2180771 -25.9845928 8.90643008 10.0165112 8.7261323 9.0466583 8.611325 8.5686875 8.5584292
31040729861124 92.7660961 -35.8753108 9.57576658 11.7767423 9.2442586 10.0211018 8.9345493 8.7911318 8.7071789
31040736124932 92.1539876 -36.1558898 7.86390878 10.1342658 7.5018266 8.3131057 7.1777811 7.0275522 6.9384894
464444137476 87.6399442 -25.680413 8.93422681 10.1627907 8.698303 9.093234 8.5475952 8.484544 8.4635222
987341027332 92.076921 -22.1147154 8.64486424 9.7972718 8.4484837 8.7778682 8.3423202 8.3129746 8.3044886
460001608708 92.164227 -22.0394478 8.44006037 10.5450894 8.0300637 8.7944295 7.7304315 7.5973231 7.5190476
455741488132 92.0674576 -22.2242749 9.76866071 11.894131 9.4368295 10.1494994 9.1721655 9.0579113 8.9849379
455743194116 92.0953199 -22.266907 7.62049985 9.486749 7.2425162 7.9029999 6.9905795 6.8828724 6.8225286
455740065796 92.097327 -22.1641745 9.47729828 11.7833638 9.0410394 9.8868069 8.7047816 8.5513821 8.4588846
992973643780 87.4900329 -25.6720113 9.8065318 11.4052238 9.4833727 10.0330318 9.2730904 9.183182 9.1403433
31040773753860 97.420388 -35.3712979 9.95522122 11.6383426 9.7530007 10.3125311 9.5242714 9.4144519 9.3644429
455740040196 91.9910797 -22.2033147 9.65802775 11.9205575 9.2443398 10.067732 8.9173973 8.7682496 8.6791034
1272971105284 87.4858348 -26.2789418 8.70155643 9.9109905 8.4845766 8.8230395 8.374484 8.3379277 8.323832
455736637444 92.3005664 -21.97217 9.63390878 11.825773 9.2270387 10.0225159 8.9127866 8.7707896 8.6865613
987339260932 92.0860015 -22.0055983 9.29962027 11.2201732 8.9677794 9.6580602 8.6902325 8.5626909 8.4948027
31040781656068 95.8491609 -35.9439685 9.94486189 11.8933448 9.6114344 10.3139694 9.3280487 9.197228 9.1271071
31040779584516 95.7860545 -35.9307064 7.84438222 10.0782922 7.3816897 8.1800647 7.0811713 6.9483072 6.8578678
1272650781700 92.2547576 -21.9740157 9.94076017 11.6688252 9.6770912 10.2739645 9.4356376 9.3236044 9.2695217
464451873796 88.5823933 -25.8205401 9.89344272 11.3724408 9.6108488 10.1103005 9.4154556 9.3287918 9.2929683
987332239364 92.0483506 -21.5678048 7.75423977 10.0740306 7.2614875 8.0799432 6.9523753 6.7800774 6.6842623
460114693124 88.6311025 -26.2057547 8.51753874 10.1830377 8.1270745 8.7319759 7.8931786 7.7942442 7.7443658
31040784943108 96.5188153 -35.800892 9.32170851 10.5116113 9.1099527 9.471254 8.987092 8.9497481 8.9365438
1272620256260 91.985383 -21.7146166 9.24070546 10.8175617 8.9808858 9.5072146 8.7745268 8.6812239 8.6398172
31040767226884 96.2761987 -35.6019127 8.32637771 10.2258893 7.9858744 8.6467744 7.731908 7.6207954 7.5587633
464472739844 88.4085818 -26.8976402 9.61278843 10.8710365 9.366924 9.7839804 9.2049307 9.136678 9.1121827
992985701380 96.2714298 -23.2734502 9.15694172 10.9906159 8.8278101 9.4805082 8.5682101 8.450857 8.3897134
987458505732 88.8113664 -26.7222052 9.60302767 11.6768278 9.0813508 9.8669067 8.7779276 8.6486126 8.5711036
992998487044 88.6619656 -26.6895056 9.44990873 11.4788675 8.9496641 9.7124248 8.655714 8.5308573 8.4566768
1465154875396 95.9474325 -23.1544931 9.39326954 10.9626271 9.1428901 9.6619397 8.9398613 8.8476401 8.807164
460094094340 96.0256384 -23.1528147 9.87169828 11.1555821 9.7035597 10.0894604 9.555812 9.4895031 9.4672362
460053422084 96.3236112 -22.0654057 8.8464444 11.0816178 8.4406121 9.2516816 8.1190065 7.9726448 7.8854686
992992274436 88.8976599 -26.2968952 9.48976644 11.4494325 9.0192835 9.7476218 8.7396535 8.6217056 8.552654
31040774513668 96.8897129 -35.5387075 9.96871176 11.1733627 9.8499732 10.1857026 9.7258255 9.6739671 9.6583859
464438560772 86.6661733 -25.6671712 9.61116 11.0555325 9.3341881 9.8149814 9.1481324 9.0659883 9.033306
1472677409796 86.8617609 -25.6281859 9.45990868 11.5048749 8.9685161 9.734599 8.6725565 8.546052 8.4708957
992964664324 86.7462116 -25.3394043 8.09132455 9.7906909 7.69047 8.2912218 7.4679308 7.3782613 7.3297174
31040794472452 95.6230413 -36.1828718 8.68533197 10.3666972 8.3724332 8.9544162 8.1458522 8.0466168 7.9975626
460080825348 95.7006559 -22.990431 9.13723967 11.5283751 8.6846032 9.5175873 8.3665837 8.186879 8.0866846
31040797158404 95.4190438 -36.2734919 8.84910884 10.0921079 8.6022869 8.9821098 8.4815636 8.4487936 8.4342492
31848853557252 95.2576028 -36.3157488 9.30481974 11.732627 8.8532581 9.6976225 8.5293636 8.3454722 8.2424588
1272876334084 87.8278424 -25.5572965 9.1354655 11.1482249 8.6488739 9.4016505 8.358874 8.2356351 8.1627474
460058996740 87.5410954 -25.415981 9.70229206 11.1584473 9.3835232 9.8473225 9.2234993 9.1607166 9.1328395
460023733252 86.924913 -24.6581925 9.23714115 11.505211 8.6865812 9.5048977 8.3864685 8.2623923 8.1760533
455826352132 96.2947301 -22.5287225 9.58852317 10.9996564 9.3677502 9.8268695 9.1890927 9.1117094 9.0790283
992966142980 87.4474859 -25.2067048 9.90169684 11.0529688 9.719542 10.03938 9.6182096 9.5904679 9.5830072
987346257924 96.1424161 -20.7992547 9.84422908 11.687456 9.7194524 10.3248222 9.4631585 9.3330247 9.2715818
987351262212 94.9749452 -21.5329005 9.39779645 10.9971045 9.2033258 9.7113766 9.0039224 8.9097627 8.8689914
31040800539652 95.9879765 -36.1593041 9.28233168 10.9967775 8.9888939 9.5777327 8.7581447 8.6553488 8.604243
987350064132 95.4051945 -21.2996917 9.55176648 11.8021265 9.2484846 10.0352912 8.9326121 8.7840101 8.6970152
460064601092 88.7284802 -25.1548209 9.71181981 11.9929669 9.1773347 9.9922736 8.8716928 8.7030467 8.6090238
460062750724 88.5758515 -25.1634586 9.50752212 10.5912791 9.3387878 9.6367116 9.2476781 9.2296688 9.2279781
464445064196 88.6475989 -25.4026182 9.42988431 10.9848013 9.1228184 9.6455137 8.9252531 8.8408623 8.8020939
987353238532 96.3268562 -21.0798554 9.72847081 12.2040315 9.4130726 10.285816 9.0576631 8.8862952 8.7836941
460054069252 89.0138899 -24.8024569 9.75004833 11.425078 9.4252113 9.9872669 9.2178143 9.1311718 9.0863169
987352838148 95.6373567 -21.3425471 8.55347064 10.9330541 8.1827873 9.0365152 7.8393186 7.6780685 7.5813999
455744076804 86.9272068 -24.1464506 9.56826383 11.0549962 9.2959683 9.7861217 9.1082622 9.0256859 8.9913132
992945765380 87.6003436 -23.6584922 9.50046898 11.4564357 9.0518912 9.7724165 8.7746598 8.6568345 8.5883059
460006129668 87.585875 -23.8620946 9.45074332 11.3439193 9.016739 9.7322903 8.7316458 8.6058355 8.5377196
987349841924 95.911703 -21.0803274 9.59270425 11.5533994 9.3546467 10.0268236 9.081488 8.9510239 8.8824549
460006275076 87.3981955 -23.9317625 9.20955632 10.4364827 9.0023429 9.3445074 8.8900708 8.851709 8.8365435
459994646532 86.8707084 -23.6872602 9.49546623 11.2786712 9.1064829 9.7372013 8.8691931 8.7704318 8.7159521
987341335556 87.3311635 -23.8468337 9.30042967 10.4238421 9.1279737 9.4513857 9.0114707 8.9673896 8.9563124
460001427460 87.2323156 -23.8192816 8.8396482 10.4901864 8.4815436 9.0822257 8.2424259 8.1372716 8.0865306
460040486916 93.9087025 -22.6548173 9.89781984 12.2975134 9.4305483 10.2690966 9.1101764 8.929198 8.8279137
992959145988 87.934864 -24.5566472 8.90575999 10.4993258 8.5650585 9.1340207 8.34044 8.2425763 8.196773
460040530948 87.9951176 -24.7900614 8.39649994 10.1990537 7.9823998 8.6297966 7.7384226 7.6373764 7.5809443
992959394820 87.8030492 -24.6186866 7.07890867 9.074097 6.5592291 7.3152233 6.2694835 6.1481903 6.0760955
455777688580 94.9329096 -22.104618 9.05077718 10.7810064 8.8138486 9.4013025 8.5757525 8.4640177 8.4105434
460032525316 95.0646746 -21.9576629 7.22346899 9.2927521 6.8392659 7.582855 6.5478826 6.4181977 6.3427039
1272873378820 95.1509546 -22.9082721 9.66489284 11.0887602 9.479728 9.9141166 9.3102661 9.2274948 9.1967521
451343977476 94.9272778 -22.6436866 9.64432436 11.5015048 9.3341184 9.9673025 9.0918296 8.9854929 8.9272273
455788445700 96.0720694 -21.8896906 9.78293532 11.9165089 9.5028177 10.2367933 9.2109581 9.074805 8.9967371
455791438852 95.9797739 -21.9925214 9.52776657 11.749279 9.2079504 9.9889504 8.8956768 8.7501085 8.6648922
282129412 88.4336621 -23.911465 9.98247853 11.0536629 10.2324445 10.1034835 10.4159345 10.5424513 10.5566634
31040634890244 89.7146637 -33.4781996 9.77223925 11.2778797 9.5100281 10.0230108 9.3049017 9.2108486 9.1716996
987367560196 95.4992294 -22.03687 9.73669357 11.9071076 9.4224548 10.1829166 9.1194109 8.9790141 8.8974119
31565349667844 89.4640902 -33.1493267 8.45992304 10.8598122 7.8982612 8.7665736 7.5722409 7.424243 7.3189698
446834183172 95.1747588 -22.3729911 8.28652366 10.0430862 7.9543764 8.5542198 7.7289083 7.633381 7.5821366
31036457053188 89.6825817 -33.2639197 9.20793533 11.120721 8.8020679 9.4910407 8.5377894 8.4247807 8.3602918
31844310317060 89.8384042 -32.7047276 9.60101901 11.167623 9.3145756 9.8338238 9.1179349 9.0325752 8.9935288
31036416915460 88.3342322 -32.652878 8.88978542 10.783091 8.4904145 9.1692494 8.2307375 8.1199788 8.0571011
31565339302916 88.8546302 -32.757149 9.87847082 12.0253049 9.3745614 10.1817635 9.0600934 8.9232992 8.8409873
31036431438852 89.189988 -32.815769 9.86320541 11.3398017 9.6025263 10.0971594 9.4074561 9.3189597 9.2831611
32054990703620 89.6291254 -31.3599119 8.39944431 10.4770641 7.9032062 8.6827314 7.6012263 7.4714504 7.3939969
31036386127876 88.8357294 -31.5215033 9.85436472 11.5500224 9.5332526 10.124723 9.3025539 9.2013613 9.1509558
31036384958468 89.0344878 -31.4230566 9.90248362 11.6084444 9.5675577 10.1928177 9.3120912 9.1952851 9.1390472
31036419460100 89.9417805 -32.2985862 9.0622394 10.3915424 8.8333814 9.2288562 8.6893694 8.628881 8.602923
31027744058372 89.5984299 -31.5517779 8.55369372 10.4800291 8.0993534 8.8104964 7.8267622 7.712076 7.6455266
31844160421892 87.2392268 -31.5238227 9.79236469 11.4404817 9.4439531 10.0255789 9.2192084 9.1230358 9.075559
31036405643268 88.1208773 -32.3786878 9.53455622 10.7707456 9.3332546 9.677454 9.2197673 9.1803204 9.1645795
31036374377476 88.0333551 -31.2662796 8.8905561 10.116678 8.683377 9.0254203 8.5711653 8.5328022 8.5176801
31036384047108 87.5127906 -31.795307 9.63076657 11.6222859 9.1787292 9.9134531 8.8951319 8.7738089 8.7027867
31036378212356 88.417495 -31.3233295 8.20928387 10.1207122 7.783377 8.4787204 7.5170546 7.4041615 7.3393423
31036381765636 88.2732041 -31.5041753 8.35397974 9.6419303 8.0823841 8.4593144 7.9868344 7.9761854 7.9655488
31036386390020 88.391745 -31.6508892 8.39545275 9.9988965 8.060432 8.617024 7.8471717 7.7565936 7.7130062
31036387434500 88.2835611 -31.7199179 9.6907975 11.685268 9.2248939 9.9906133 8.9169378 8.7802139 8.7046094
31036393623556 88.8365429 -31.7927865 9.89324246 11.1484856 9.6579209 10.0407609 9.5269943 9.4826717 9.4653018
31565319495684 88.370819 -31.5632535 9.91198482 12.2555428 9.2411717 10.1099845 8.9260288 8.7971178 8.7033989
31036405908484 88.2869217 -32.3440776 9.03576281 10.268434 8.8101072 9.2103498 8.6583184 8.5996955 8.5779751
31032056090628 88.2648725 -32.1713639 9.49349875 10.7066214 9.3104642 9.6656986 9.1790624 9.1223337 9.1060496
31565329864708 89.1689476 -32.0949873 8.20451085 9.7298361 7.8757893 8.408873 7.6684302 7.579282 7.5394896
31036406786052 89.2909143 -32.1040416 8.0677435 9.9316564 7.6171518 8.3267261 7.3357076 7.2129546 7.1466352
31036408731652 88.8477968 -32.2835211 9.13026863 10.9691923 8.7162437 9.4031001 8.4441299 8.3244663 8.2606552
31560986740740 88.4122599 -32.0124562 9.22125006 11.3731911 8.7497238 9.5110531 8.4699988 8.3551149 8.2779266
31036394304516 88.5022326 -31.9071 9.75228158 11.4114014 9.4356507 10.0097461 9.2129603 9.1161456 9.0686939
993041307652 88.4646321 -28.4347127 7.68010874 9.9422339 7.1461382 7.9685821 6.8389718 6.7042882 6.610319
464532678660 89.0036693 -28.8186595 9.43769346 11.3783982 8.9912258 9.7053705 8.7168337 8.6006774 8.5332552
993043250180 88.7335929 -28.4105605 9.49176652 11.4988115 9.0485165 9.7864069 8.7629795 8.6400353 8.5680598
464551309316 89.8269783 -29.0543336 9.92326396 11.7917916 9.4970516 10.2003021 9.2175841 9.0944515 9.0282015
464548375556 89.4401108 -29.0993821 8.07052331 9.7327901 7.6846971 8.2650462 7.4710246 7.3853914 7.3399425
987562310660 87.0014097 -28.5741806 6.36623954 8.5903934 5.8190486 6.6186556 5.5217893 5.3594508 5.2694853
1277753791492 88.2222368 -29.7373873 9.07169349 10.9886133 8.611595 9.3209195 8.3401707 8.2265184 8.1605623
1277662649348 88.1547653 -28.3976094 9.38447082 11.5088743 8.8678653 9.6705223 8.5562007 8.4217483 8.3408149
1277688554500 87.9192185 -28.8801279 9.8553894 10.9709907 9.6923698 9.999604 9.5903001 9.560818 9.5550058
464513309700 87.4981217 -28.7032848 8.81068653 10.4721505 8.4424383 9.0520717 8.199484 8.0926949 8.0407866
31032050308100 89.9241902 -30.4870627 9.65888432 11.2149702 9.3527809 9.8757317 9.15505 9.0704896 9.0316429
31036370826244 89.9347734 -30.5746116 9.30276378 10.4455559 9.1150405 9.4486155 8.9949402 8.950397 8.9385559
1277781110788 89.4300961 -29.7478257 9.54962291 11.1864316 9.2006136 9.7918167 8.9656822 8.8623709 8.8129448
31036358509572 88.9482279 -30.2147562 9.40510921 11.2933827 8.9459978 9.6679492 8.6589974 8.5336369 8.4655233
32049447983108 89.0242606 -30.0273493 9.65138141 10.7430067 9.4872588 9.7943202 9.3818178 9.3498323 9.3438092
31560981129220 88.8731251 -30.1473889 8.57372179 10.0774302 8.2436555 8.7773413 8.0322357 7.9403723 7.9003276
470456770564 89.1736181 -29.7942848 8.41676667 10.3708785 7.9433104 8.6704692 7.6643793 7.5469916 7.478275
31032048927748 89.5141494 -30.1371839 7.13128384 8.9641908 6.6605402 7.3398811 6.4040228 6.2993798 6.2393939
993125442564 89.3906485 -29.9852644 8.72868566 9.8145331 8.5287321 8.8436584 8.4234995 8.3944301 8.3887906
464547594244 88.4151934 -29.383633 9.72636463 11.368941 9.3750063 9.9554826 9.1509438 9.0553226 9.0081799
470453611524 88.6360363 -29.350294 9.69894835 11.2653492 9.3787667 9.9422094 9.1507937 9.0485643 9.0028727
1277749465092 88.6568852 -29.553188 9.63003919 11.3872689 9.2400179 9.8835843 8.9876208 8.8779883 8.8210627
464532197380 88.9410225 -28.8250918 9.38554355 11.2335717 8.978913 9.6420226 8.7270752 8.6211975 8.5615082
993054249988 88.7469948 -28.7330888 7.48246552 9.4718498 6.9830596 7.73095 6.6959968 6.5751511 6.5036842
470450447364 88.7441996 -28.755915 7.22190873 9.2226203 6.7052046 7.4623712 6.4147622 6.2929093 6.2204806
1472785835012 88.8580887 -28.8356769 9.80947072 11.9324751 9.2919371 10.0943616 8.9804386 8.8461476 8.7653049
464554579972 88.8267128 -29.4323538 9.48646545 11.5068717 9.0046329 9.7588349 8.713695 8.5896078 8.5162353
1277734795268 88.8394272 -29.2933742 9.83346889 11.7937523 9.3869393 10.1084474 9.1091588 8.990929 8.9221495
1472802812932 88.9349678 -29.2549597 9.99802782 12.1013468 9.4937099 10.2850216 9.1866361 9.0541655 8.97482
31036356563972 85.9364267 -30.9236611 8.75340816 10.3961088 8.384203 8.9712514 8.1578315 8.0619641 8.0143871
31036349452292 86.3188626 -30.39275 9.49767747 10.6598836 9.3050877 9.6407811 9.1849687 9.140664 9.1271501
31036349401092 86.3456329 -30.3822891 9.76736461 11.3992209 9.4092371 9.9874962 9.1865478 9.092147 9.0456835
31032047009796 86.0734119 -30.1413568 9.3608589 10.5674459 9.1337136 9.4825311 9.0286357 9.0029501 8.9928077
31036344389636 85.5499091 -30.2465001 9.65613661 11.2055783 9.3133733 9.8724044 9.090065 8.9923552 8.9482461
31036346589188 85.4421356 -30.4266449 9.6469126 11.065064 9.3530675 9.8434771 9.1598835 9.0741113 9.040286
1472759561220 86.0494473 -28.8924538 9.3623636 11.0767364 9.0172385 9.6256393 8.7795783 8.6758158 8.6233741
993038532612 86.3852846 -28.956702 8.47906047 10.4995516 8.0212236 8.7683753 7.7321546 7.6078715 7.5347868
464509912068 86.3149668 -28.9348896 9.99630206 11.6871277 9.6087323 10.1612216 9.4220017 9.351757 9.3079627
470445308932 85.3600862 -28.9354416 9.94454363 11.7761191 9.5290484 10.1886989 9.2792665 9.1750492 9.116356
993061987332 86.4465458 -29.5995286 8.9532295 10.4671739 8.6393208 9.1761101 8.4243066 8.3289351 8.2877721
470451447812 86.3707845 -29.6014849 9.97290874 11.5269298 9.6742831 10.2075044 9.4657739 9.3739408 9.3329059
470450950148 86.2489944 -29.5542092 8.87137794 10.6670511 8.4714209 9.1110593 8.2304358 8.130258 8.0746193
464516822020 85.8662048 -29.2732164 9.46138943 10.5729573 9.2964482 9.6028686 9.1948536 9.1657363 9.1601654
464514037764 85.9294617 -29.1742339 9.86836357 11.5729165 9.5174109 10.1237885 9.2809885 9.1782889 9.1264585
470447010820 85.3384413 -29.183495 9.91720522 11.3649695 9.639933 10.1285046 9.4484859 9.3630439 9.3290204
470448164868 85.2783912 -29.378583 9.60244415 11.6356322 9.0808735 9.851435 8.7844357 8.6593206 8.5846031
993051896836 85.2476562 -29.6646096 9.21247074 11.2964415 8.6732906 9.4676337 8.3666989 8.2364338 8.1579738
993041004548 86.8908441 -28.8886351 9.48369354 11.4494666 9.0517848 9.7709602 8.774269 8.655451 8.5864768
993052609540 86.8390811 -29.2446064 9.88918718 11.1029857 9.712842 10.0504586 9.5948135 9.550608 9.534975
470452108292 86.7471785 -29.6089246 9.20606061 11.2007695 8.7328207 9.4749533 8.446944 8.3254468 8.2539743
993063193604 86.8409153 -29.5201731 9.46565192 10.8870741 9.2085951 9.6622437 9.0387014 8.9643919 8.9360335
470452219908 87.5713054 -29.3943851 8.77857397 10.2823413 8.4606499 8.988529 8.2518562 8.1605018 8.120986
470454418436 87.6610686 -29.7796016 8.75894189 10.4770645 8.363553 8.9924973 8.1184023 8.013226 7.9592022
464542739460 87.4213248 -29.5477235 9.18946615 10.9602613 8.7936245 9.421762 8.5578837 8.4603962 8.4066735
31560982292484 87.8181089 -30.926286 9.382641 10.7258003 9.0919773 9.5157465 8.953498 8.9101773 8.8879718
31565311571972 87.8714844 -31.0229217 9.71702768 11.8497243 9.228588 10.0261271 8.9177993 8.7823458 8.7012214
31560981123076 87.2435249 -30.6001844 8.24048937 10.1332625 7.7856978 8.4835719 7.5195385 7.4084301 7.344357
31036362423300 87.0287336 -30.9624594 9.66928159 11.2805486 9.3244288 9.888587 9.1077735 9.0161219 8.9716394
31036361418756 87.1533685 -30.8724471 9.95747086 12.0657536 9.4312667 10.2308339 9.1215867 8.9888707 8.9089446
31036377802756 89.8224374 -30.9154236 8.51606041 10.5074317 8.0408813 8.7823482 7.7554199 7.6342771 7.5630113
31032051454980 89.7426424 -30.8424569 9.01569729 10.1478794 8.8227918 9.1385741 8.7238451 8.698092 8.6917975
31839568660484 88.3557155 -30.0952286 8.94546894 10.8802885 8.4843384 9.2006931 8.2097344 8.0941862 8.0269766
31032049456132 87.9986612 -30.7601131 9.42096908 10.6164595 9.2118647 9.5445571 9.1146498 9.0919196 9.0836829
993100624900 88.0106298 -29.9819598 9.47420897 10.8757766 9.1944799 9.662009 9.0138696 8.9343641 8.9042028
31036353003524 87.1492356 -30.3887361 9.14293529 11.0060527 8.7071514 9.3863084 8.4490641 8.3414686 8.280087
31036353466372 87.2484389 -30.3891638 8.14848915 10.0295364 7.6868982 8.3824099 7.422201 7.3123369 7.2489894
31565300940804 87.3540571 -30.0640497 8.50648926 10.4319845 8.0702444 8.7748082 7.7999975 7.6854683 7.6193857
993023906820 86.1366391 -28.5262523 8.25105491 10.5430562 7.7119509 8.5450696 7.400205 7.2626407 7.1663106
464475237380 84.9864733 -28.0339414 8.52128365 10.3843961 8.0680355 8.7534805 7.8077495 7.6999023 7.6380487
464470465540 85.047016 -27.8138287 9.6044655 11.5912996 9.10322 9.8507117 8.8164599 8.6959261 8.62463
464468556804 85.067386 -27.7234249 8.19146604 9.9243858 7.7741458 8.3944779 7.5431389 7.4496135 7.3982167
993020588036 85.4382962 -28.6020453 9.51619675 11.1804334 9.1695314 9.7353161 8.9612274 8.8757737 8.8312024
464483923972 85.1834841 -28.3374113 9.79967931 11.6217376 9.3585303 10.0485691 9.0860844 8.9678022 8.9045357
464479040516 85.0533495 -28.1772824 9.42546558 11.4206985 8.9290741 9.6782456 8.6412687 8.5198462 8.4480308
993006633988 85.0174239 -28.1686364 8.63065545 9.7734798 8.4159514 8.7689986 8.2864212 8.2393087 8.2258296
993007500292 85.6447679 -28.0257995 9.0863919 10.2982607 8.8376557 9.2015091 8.7253006 8.6971678 8.6853992
464504508420 89.3394969 -27.8558012 9.06454096 10.227405 8.8620111 9.2070079 8.7378426 8.6928352 8.6793284
993020358660 89.0797225 -27.5068458 9.8616391 11.3666266 9.4974154 9.9983234 9.3281859 9.2701839 9.2366395
464489221124 88.6242999 -27.5231073 8.61181503 10.7584951 8.0780724 8.8633103 7.7877399 7.6642933 7.5787951
464482877444 88.5695314 -27.2848954 7.9200278 9.9661535 7.3819839 8.1621737 7.0819783 6.9556325 6.8798485
1277658105860 88.8856932 -28.0995504 9.77907033 10.9370135 9.6074264 9.9239489 9.5076337 9.4800613 9.4726449
464500664324 88.3591437 -28.0242867 9.00138171 10.2592291 8.7619807 9.1727669 8.6032016 8.5363041 8.5124843
993037785092 89.0893677 -28.1323344 8.68392725 10.899674 8.1765442 8.9674585 7.8860143 7.7659402 7.6838459
993024935940 88.7803605 -27.7776519 9.80146995 11.4578382 9.4146783 9.9444674 9.2502305 9.1878865 9.1585379
460068858884 86.7818468 -25.8900425 7.83020413 9.1735619 7.5419173 7.9933778 7.3683536 7.2926675 7.2655671
1277528236036 86.8160701 -26.385965 9.40265339 11.5902007 8.8705536 9.6684204 8.574375 8.4468653 8.3583749
464447253508 86.9813566 -26.0757612 9.10202777 11.191425 8.5891502 9.3778815 8.2837764 8.1528359 8.0743696
464448592900 87.0016905 -26.1477795 9.00037827 10.7924024 8.5984534 9.2373258 8.3579234 8.2581137 8.2026962
464465057796 86.7996383 -27.0452583 9.60786181 10.7428214 9.3979107 9.7243534 9.3021607 9.2850764 9.2806691
464469129220 87.9437833 -26.8809406 9.04346513 11.0515493 8.5547664 9.306427 8.2653723 8.1425596 8.0699399
464468387844 87.720466 -26.9169519 8.925028 11.0264608 8.4189804 9.2101472 8.1121037 7.9799044 7.900698
460105595908 86.9829887 -26.569847 9.34736473 10.9814225 8.9911295 9.5698407 8.7681331 8.6734094 8.6267911
460109530116 87.127385 -26.5935839 8.98906114 10.9632819 8.5033601 9.241565 8.2200134 8.1007561 8.0305722
987537345540 86.7952677 -28.3811072 9.76113032 11.3512383 9.4568687 10.0093397 9.2388403 9.1423612 9.0980184
464499771396 87.8739844 -28.1412599 9.84608418 11.2014408 9.5837864 9.9866356 9.4448981 9.3906252 9.3649794
464469450756 87.3056382 -27.0935656 9.89304156 11.1317108 9.6571039 10.0315498 9.5304712 9.4886142 9.4727659
1472755069956 88.1785973 -28.1287938 8.76890892 10.8134763 8.2774636 9.0434098 7.9815617 7.8550791 7.7799411
464492533764 87.6750615 -27.9381277 9.33256957 11.567443 8.8051844 9.6173947 8.5022238 8.3700426 8.2782165
993017992196 87.9255213 -27.7718364 8.86689094 10.3746557 8.5042855 9.0080623 8.3268559 8.2583686 8.2253973
